T,Skew_90_Moneyness,Skew_80_Moneyness,Skew_70_Moneyness,Skew_90_Moneyness_Vol,Skew_80_Moneyness_Vol,Skew_70_Moneyness_Vol,ATM_12m_3m_Ratio,Ticker
0.1,0.9817634527343025,1.1212157266581808,1.2479623022224136,2.8917117848432805,2.8360992224276944,2.592023785271071,1.3482922854057802,NVCR
0.2,0.9420959198733099,1.069998054902143,1.1975133664792452,2.5213345093033768,2.528078269598107,2.3489904273687814,1.3482922854057802,NVCR
0.30000000000000004,0.9302961110460874,1.04374987760563,1.1659478477434642,2.2328464407095256,2.2965505834966193,2.161306460603429,1.3482922854057802,NVCR
0.4,0.9310277675013782,1.0314687644889782,1.1471640625886306,2.01798091313102,2.112560591842141,2.012858284308119,1.3482922854057802,NVCR
0.5,0.9375875951699267,1.0278488120028162,1.1368443344731451,1.8609266398692257,1.9613123348761576,1.892570852240802,1.3482922854057802,NVCR
0.6,0.9471620955842076,1.029770628970898,1.1323037281485446,1.742491570977928,1.8366695458395839,1.7930459165642942,1.3482922854057802,NVCR
0.7000000000000001,0.9569648017542061,1.0352371295677718,1.1318219087087482,1.6549271387793196,1.7344228712917427,1.7092107013076643,1.3482922854057802,NVCR
0.8,0.9661740380149274,1.0429669168960047,1.1342721459529075,1.5897521431570032,1.6499796533203837,1.637498452417866,1.3482922854057802,NVCR
0.9,0.975997157099173,1.0521596011081713,1.138888779577331,1.5360660569704898,1.5793959605943846,1.5753376078770973,1.3482922854057802,NVCR
1.0,0.9862331955770804,1.062023379336016,1.1451317400525598,1.4907001795808013,1.520459128788997,1.5208393249692578,1.3482922854057802,NVCR
1.1,0.9967765654585354,1.0709357639078196,1.1526046754276984,1.4516688957887889,1.474477498928596,1.472609738913423,1.3482922854057802,NVCR
1.2000000000000002,1.0075420865185454,1.0792640721103162,1.1609865128036723,1.4175864959876696,1.4374673112829157,1.4296614713981626,1.3482922854057802,NVCR
1.3000000000000003,1.0184400065073969,1.0878359095846106,1.169917327830897,1.387451548404521,1.4052951830374811,1.391522549022982,1.3482922854057802,NVCR
1.4000000000000001,1.029434287314281,1.09670821321429,1.1786298396020616,1.3605203695394084,1.376708708191626,1.3589873238540837,1.3482922854057802,NVCR
1.5000000000000002,1.0405094007614328,1.105801230881771,1.1862686430503793,1.336228918131971,1.3510140217309874,1.3330687907240086,1.3482922854057802,NVCR
1.6,1.0515891725505964,1.1151270696497253,1.1935309535458711,1.3141435543403595,1.3277143265925555,1.3111041947927435,1.3482922854057802,NVCR
