Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_mid,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d,IV_mid_binomial
NET,NET251031P00215000,Put,2025-10-31,215.0,0.9553200792322283,10.5,14.45,2.0,94.0,223.7,223.73,223.71499999999997,0.5758126548401418,2025-10-31,0.11498973305954825,225.05546012682075,-0.04570883315576,,,0.5758126548401418,,,1.5615179211533734,0.5859088362212455,0.0394747293722372,,,0.36875187088140055,0.5758126548401418
NET,NET251219P00130000,Put,2025-12-19,130.0,0.5738144054850032,0.99,1.45,3.0,301.0,223.7,223.73,223.71499999999997,0.6807996019628204,2025-12-19,0.24914442162902123,226.55408919216754,-0.5554492703387095,,,0.6807996019628204,,,1.8462268417392842,0.6151748879129194,0.09428625047884802,,,0.36875187088140055,0.6807996019628204
NET,NET250919P00230000,Put,2025-09-19,230.0,1.0280937800326309,6.65,8.35,24.0,31.0,223.7,223.73,223.71499999999997,,2025-09-19,0.0,223.71499999999997,0.027706388584837014,,,,,,,,,,,0.36875187088140055,
NET,NET250919P00225000,Put,2025-09-19,225.0,1.0057439152493128,2.99,4.25,4.0,209.0,223.7,223.73,223.71499999999997,,2025-09-19,0.0,223.71499999999997,0.005727481866061815,,,,,,,,,,,0.36875187088140055,
NET,NET251010P00195000,Put,2025-10-10,195.0,0.8690526263702234,1.65,2.09,3.0,37.0,223.7,223.73,223.71499999999997,0.5363750208441327,2025-10-10,0.057494866529774126,224.3822687867103,-0.14035159586085386,,,0.5363750208441327,,,1.4545689478458097,0.587317011841392,0.01983235241715082,,,0.36875187088140055,0.5363750208441327
NET,NET251031C00220000,Call,2025-10-31,220.0,0.9775368252608848,17.3,21.3,11.0,24.0,223.7,223.73,223.71499999999997,0.5578161762613248,2025-10-31,0.11498973305954825,225.05546012682075,-0.0227193149310612,,,0.5578161762613248,,,1.5127141590577364,0.0,0.0,,,0.36875187088140055,0.5578161762613248
NET,NET251017C00280000,Call,2025-10-17,280.0,1.2466322358181303,0.62,0.92,10.0,431.0,223.7,223.73,223.71499999999997,0.493863460463844,2025-10-17,0.07665982203969883,224.6051336994697,0.2204457040492349,,,0.493863460463844,,,1.339283945281141,0.0,0.0,,,0.36875187088140055,0.493863460463844
NET,NET251024C00230000,Call,2025-10-24,230.0,1.0229973735398044,10.15,12.1,8.0,15.0,223.7,223.73,223.71499999999997,0.4850716033189551,2025-10-24,0.09582477754962354,224.8295117358391,0.022736919556422715,,,0.4850716033189551,,,1.315441741785673,0.0,0.0,,,0.36875187088140055,0.4850716033189551
NET,NET251121P00145000,Put,2025-11-21,145.0,0.6423489374009193,1.12,1.65,12.0,432.0,223.7,223.73,223.71499999999997,0.6939950922628566,2025-11-21,0.17248459958932238,225.7340077290404,-0.44262360674279916,,,0.6939950922628566,,,1.8820110406600814,0.5997858480221366,0.06205013826070066,,,0.36875187088140055,0.6939950922628566
NET,NET260918P00125000,Put,2026-09-18,125.0,0.5364084065616727,6.8,8.6,2.0,40.0,223.7,223.73,223.71499999999997,0.6093030204817883,2026-09-18,0.9965776865160849,233.03139635942364,-0.6228594555093662,,,0.6093030204817883,,,1.6523387909203444,0.6032448272912402,0.362658926986788,,,0.36875187088140055,0.6093030204817883
NET,NET250919C00227500,Call,2025-09-19,227.5,1.0169188476409718,0.78,1.12,100.0,350.0,223.7,223.73,223.71499999999997,,2025-09-19,0.0,223.71499999999997,0.01677731805264677,,,,,,,,,,,0.36875187088140055,
NET,NET251031P00230000,Put,2025-10-31,230.0,1.0219703173181978,17.55,21.8,,34.0,223.7,223.73,223.71499999999997,0.5599089589584955,2025-10-31,0.11498973305954825,225.05546012682075,0.02173244763977264,,,0.5599089589584955,,,1.5183894731711765,0.592415617447289,0.0403563670894155,,,0.36875187088140055,0.5599089589584955
NET,NET251219C00290000,Call,2025-12-19,290.0,1.280047519928084,4.9,6.2,2.0,48.0,223.7,223.73,223.71499999999997,0.5066490152956484,2025-12-19,0.24914442162902123,226.55408919216754,0.24689720218622782,,,0.5066490152956484,,,1.3739564604367769,0.42066864491965994,0.044089122251847794,,,0.36875187088140055,0.5066490152956484
NET,NET251219C00320000,Call,2025-12-19,320.0,1.4124662288861616,2.81,3.3,,15.0,223.7,223.73,223.71499999999997,0.525879134514436,2025-12-19,0.24914442162902123,226.55408919216754,0.3453372749994802,,,0.525879134514436,,,1.4261056717013143,0.41923020885042916,0.04378812070954819,,,0.36875187088140055,0.525879134514436
NET,NET251219P00135000,Put,2025-12-19,135.0,0.5958841903113494,1.23,1.62,22.0,122.0,223.7,223.73,223.71499999999997,0.6625512308552982,2025-12-19,0.24914442162902123,226.55408919216754,-0.5177089423558625,,,0.6625512308552982,,,1.796739984726452,0.6099773199052453,0.09269974566102539,,,0.36875187088140055,0.6625512308552982
NET,NET251010P00215000,Put,2025-10-10,215.0,0.9581862290748617,6.05,7.2,6.0,21.0,223.7,223.73,223.71499999999997,0.5089277852314946,2025-10-10,0.057494866529774126,224.3822687867103,-0.04271312629693783,,,0.5089277852314946,,,1.3801361441639384,0.5965199249938405,0.02045874452897413,,,0.36875187088140055,0.5089277852314946
