Expiry,Skew_25_delta,Skew_75_delta,Skew_90_Moneyness,Skew_80_Moneyness,Skew_70_Moneyness,Skew_90_Moneyness_Vol,Skew_80_Moneyness_Vol,Skew_70_Moneyness_Vol,ATM_12m_3m_Ratio,Ticker
2025-09-12,1.082079712356099,0.7514214635165274,,0.5900688034625146,0.5163102030297002,,2.166908718571091,2.166908718571091,0.9475633410959632,NIO
2025-09-19,1.149058600712627,0.8005729726693093,,,,,,,0.9475633410959632,NIO
2025-09-26,1.1478433113531241,0.8173919096257158,,,,,,,0.9475633410959632,NIO
2025-10-03,1.1318520733799478,0.8296238956650804,,,,,,,0.9475633410959632,NIO
2025-10-10,1.1284370696184747,0.8266424411489357,,,,,,,0.9475633410959632,NIO
2025-10-17,1.133360638837108,0.8236404980412585,,,,,,,0.9475633410959632,NIO
2025-10-24,1.1388474312864179,0.8229337150587793,,,,,,,0.9475633410959632,NIO
2025-11-21,1.139703957238749,0.8247691865349531,,,,,,,0.9475633410959632,NIO
2026-01-16,1.1171914548431892,0.7865581585690292,,0.6976441337040792,,,0.8560890014349483,,0.9475633410959632,NIO
2026-02-20,1.1265669117437482,0.7569761790002816,,,,,,,0.9475633410959632,NIO
2026-06-18,1.0778323830723255,0.7313681646924021,,0.6996125929850331,,,0.8619823366828295,,0.9475633410959632,NIO
2027-01-15,,,,0.700422364060113,,,0.8406848199622777,,0.9475633410959632,NIO
2027-12-17,,,,,,,,,0.9475633410959632,NIO
