Expiry,Skew_25_delta,Skew_75_delta,Skew_call_25_75,Skew_put_25_75,IV_put_25_delta,IV_put_75_delta,IV_call_25_delta,IV_call_75_delta,Strike_call_25_delta,Strike_call_75_delta,Strike_put_25_delta,Strike_put_75_delta,ATM_12m_3m_Ratio,ATM_IV_3m,ATM_IV_12m,Ticker
2025-08-29,0.8583653790924873,0.4428084167230313,0.702527333344235,1.3618195093749534,0.5687632686047892,0.4176495230750803,0.6626120792594385,0.9431833436361996,22.95341424742162,20.04970705182374,20.04970705182374,22.95341424742162,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2025-09-05,0.9865717046984872,0.6296000929315958,0.7431047475767477,1.1644313998949538,0.5573666187515066,0.4786599011343975,0.5649529741194506,0.7602602135994324,23.364096357280363,19.824053548245537,19.824053548245537,23.364096357280363,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2025-09-12,1.031276132742074,0.7102924542697627,0.7685085755821784,1.1158003256845914,0.5529898013175149,0.4955992470948885,0.53621894637197,0.6977397044213345,23.74838861796227,19.634121838895563,19.634121838895563,23.74838861796227,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2025-09-19,1.051739477134754,0.7586552108258641,0.7879166961965746,1.0923052821075765,0.5502203420569769,0.503723959839634,0.5231526951483632,0.6639695511895126,24.106541013367668,19.473837355309023,19.473837355309023,24.106541013367668,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2025-09-26,1.0615338919782522,0.7934717525861917,0.8054682451556684,1.077583213716371,0.5480023458037325,0.5085475894838608,0.5162363160939561,0.6409145477785856,24.445881144106476,19.33517834058505,19.33517834058505,24.445881144106476,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2025-10-17,1.0657305481535455,0.8613101493547549,0.8478721221611433,1.0491031856432131,0.5434758704144292,0.5180385283848128,0.5099561717134223,0.6014541089210409,25.400807050254897,19.0023482750744,19.0023482750744,25.400807050254897,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2025-12-19,1.057960846164001,0.9290556617660232,0.8883765978260469,1.0116376185273612,0.5401884451813797,0.5339742564810221,0.5105939857226451,0.574749477836453,28.022628560757063,18.39539079566352,18.39539079566352,28.02262856075706,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2026-01-16,1.0707797286148089,0.9431478112625128,0.8872148171011153,1.0072775759367654,0.5390756913203538,0.5351808718853043,0.5034421897561672,0.5674411428351858,29.017648641038647,18.254769862251653,18.254769862251653,29.017648641038647,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2026-03-20,1.0513749841100053,0.9806298940027997,0.9192038964247056,0.9855175616282208,0.5360711931822368,0.5439488995980629,0.5098763060603198,0.5546933689505799,31.226505373556563,18.0462492581076,18.0462492581076,31.226505373556563,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2026-04-17,1.0332521317524224,0.9902245347820972,0.9286979191474074,0.9690520392167992,0.5314366721967678,0.5484088064313678,0.5143339712209811,0.55382268078426,32.32059373439318,17.974973338799824,17.974973338799824,32.320593734393185,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
2027-01-15,1.0889638465699223,1.1093536534881303,0.9152680134763774,0.8984454808110584,0.5359156201670917,0.5964920872920434,0.492133528450139,0.5376933545190922,41.46173750663651,18.06255825551809,18.06255825551809,41.4617375066365,0.9739326482063012,0.5505908720011847,0.5362384260463304,GEO
