T,Skew_90_Moneyness,Skew_80_Moneyness,Skew_70_Moneyness,Skew_90_Moneyness_Vol,Skew_80_Moneyness_Vol,Skew_70_Moneyness_Vol,ATM_12m_3m_Ratio,Ticker
0.1,1.08715505292632,1.1837832069818928,1.2884967373018616,1.0668288969345359,1.1029102060248388,1.1498746061777223,1.0682456479726403,LCID
0.2,1.086807337635821,1.1748792710544966,1.2729134556351118,1.0515158174199917,1.0790667040983157,1.11465672808939,1.0682456479726403,LCID
0.30000000000000004,1.0922085891225628,1.1736644108505847,1.2648699215867736,1.0295457366892697,1.050773625682895,1.0780663381770716,1.0682456479726403,LCID
0.4,1.100179607241921,1.1764103899856757,1.2618038904394506,1.0091350653879985,1.0258022198025227,1.0471896613414484,1.0682456479726403,LCID
0.5,1.1090024271146457,1.1810341911578344,1.2616107051692251,0.992532661534766,1.0058680263204793,1.0229886671000425,1.0682456479726403,LCID
0.6,1.1178056659413609,1.1864060036829418,1.262976586277788,0.9798889564457689,0.9907278637887572,1.0046814473610632,1.0682456479726403,LCID
0.7000000000000001,1.1261846439213894,1.1919205169739422,1.265103669676396,0.9707157663533104,0.9796313560750403,0.9911648172095856,1.0682456479726403,LCID
0.8,1.1339621346155264,1.1972480823966036,1.2675739983153347,0.9644041890380587,0.9717977983866115,0.9814298640799597,1.0682456479726403,LCID
0.9,1.1410784255360773,1.2022781015150465,1.270139176384685,0.960392838576235,0.9665514789075619,0.97465200141555,1.0682456479726403,LCID
1.0,1.1475770183788196,1.2069567524219185,1.27267121222077,0.9582095863044423,0.9633445301274332,0.9701836159861523,1.0682456479726403,LCID
1.1,1.1535065244533544,1.2112838965000556,1.2751098034945467,0.9574733822743283,0.9617432569155012,0.9675228518937896,1.0682456479726403,LCID
1.2000000000000002,1.1589313382132174,1.2152843694053688,1.2774439646854265,0.9578807728850521,0.9614072727480762,0.966281632490333,1.0682456479726403,LCID
1.3000000000000003,1.1639181533467342,1.2190046151442433,1.279634191361749,0.9591913684501752,0.9620695488829959,0.9661589770963956,1.0682456479726403,LCID
