T,Moneyness,Type,IV_Slope,Ticker
0.1,0.7,Call,-1.3442057764475601,RUN
0.1,0.7,Put,0.131341488752601,RUN
0.1,0.8,Call,-0.8132370790358001,RUN
0.1,0.8,Put,0.15423693018423723,RUN
0.1,0.9,Call,-0.3866867893688175,RUN
0.1,0.9,Put,0.17923893713972516,RUN
0.2,0.7,Call,-0.5841085008636837,RUN
0.2,0.7,Put,-0.12482822000658977,RUN
0.2,0.8,Call,-0.4506387338011342,RUN
0.2,0.8,Put,-0.12449826274585352,RUN
0.2,0.9,Call,-0.3424562028976619,RUN
0.2,0.9,Put,-0.1273290434668506,RUN
0.30000000000000004,0.7,Call,-0.3466480333536396,RUN
0.30000000000000004,0.7,Put,-0.16032239591987996,RUN
0.30000000000000004,0.8,Call,-0.28924560518289727,RUN
0.30000000000000004,0.8,Put,-0.1613561567673227,RUN
0.30000000000000004,0.9,Call,-0.2427289334345587,RUN
0.30000000000000004,0.9,Put,-0.16462376728857786,RUN
0.4,0.7,Call,-0.2294193493195401,RUN
0.4,0.7,Put,-0.14419925028553993,RUN
0.4,0.8,Call,-0.1980507396531911,RUN
0.4,0.8,Put,-0.14501694703858425,RUN
0.4,0.9,Call,-0.17266185874494078,RUN
0.4,0.9,Put,-0.14737821861374178,RUN
0.5,0.7,Call,-0.16273264203287008,RUN
0.5,0.7,Put,-0.12134100167252582,RUN
0.5,0.8,Call,-0.1431097794671765,RUN
0.5,0.8,Put,-0.12189761645060582,RUN
0.5,0.9,Call,-0.12724722379362507,RUN
0.5,0.9,Put,-0.12356854726962574,RUN
0.6,0.7,Call,-0.1212807148480155,RUN
0.6,0.7,Put,-0.10096397548733926,RUN
0.6,0.8,Call,-0.10789659602680746,RUN
0.6,0.8,Put,-0.10133871186320438,RUN
0.6,0.9,Call,-0.09708904711284531,RUN
0.6,0.9,Put,-0.10255186929277367,RUN
0.7000000000000001,0.7,Call,-0.09380760485847413,RUN
0.7000000000000001,0.7,Put,-0.08437105043769741,RUN
0.7000000000000001,0.8,Call,-0.08411486868596463,RUN
0.7000000000000001,0.8,Put,-0.08462697121028713,RUN
0.7000000000000001,0.9,Call,-0.07629536090664983,RUN
0.7000000000000001,0.9,Put,-0.08553538110970893,RUN
0.8,0.7,Call,-0.07468541321470346,RUN
0.8,0.7,Put,-0.07114180417020638,RUN
0.8,0.8,Call,-0.06735090312526976,RUN
0.8,0.8,Put,-0.07131983198922082,RUN
0.8,0.9,Call,-0.06143855607174814,RUN
0.8,0.9,Put,-0.07201963265122957,RUN
0.9,0.7,Call,-0.06085137114185555,RUN
0.9,0.7,Put,-0.0605944977640956,RUN
0.9,0.8,Call,-0.05511220961264119,RUN
0.9,0.8,Put,-0.06072047582335161,RUN
0.9,0.9,Call,-0.0504890072866335,RUN
0.9,0.9,Put,-0.06127301542090895,RUN
1.0,0.7,Call,-0.05052528534507661,RUN
1.0,0.7,Put,-0.052123042657825636,RUN
1.0,0.8,Call,-0.04591436772717894,RUN
1.0,0.8,Put,-0.05221346624600387,RUN
1.0,0.9,Call,-0.04220219443874518,RUN
1.0,0.9,Put,-0.05265902675845591,RUN
1.1,0.7,Call,-0.042616225132387844,RUN
1.1,0.7,Put,-0.04525107041157424,RUN
1.1,0.8,Call,-0.038831961090885436,RUN
1.1,0.8,Put,-0.045316688167545464,RUN
1.1,0.9,Call,-0.03578685712860271,RUN
1.1,0.9,Put,-0.04568252253631867,RUN
1.2000000000000002,0.7,Call,-0.03642591571940967,RUN
1.2000000000000002,0.7,Put,-0.039617757703368686,RUN
1.2000000000000002,0.8,Call,-0.033265079689588174,RUN
1.2000000000000002,0.8,Put,-0.03966573372135573,RUN
1.2000000000000002,0.9,Call,-0.030722761109570427,RUN
1.2000000000000002,0.9,Put,-0.039970804416371755,RUN
1.3000000000000003,0.7,Call,-0.031490826155431924,RUN
1.3000000000000003,0.7,Put,-0.034952180729942176,RUN
1.3000000000000003,0.8,Call,-0.02881157607041824,RUN
1.3000000000000003,0.8,Put,-0.034987395340819044,RUN
1.3000000000000003,0.9,Call,-0.026657448644568513,RUN
1.3000000000000003,0.9,Put,-0.03524523529575295,RUN
1.4000000000000001,0.7,Call,-0.027493581505119314,RUN
1.4000000000000001,0.7,Put,-0.031050402682178,RUN
1.4000000000000001,0.8,Call,-0.025193962041195454,RUN
1.4000000000000001,0.8,Put,-0.031076248224725413,RUN
1.4000000000000001,0.9,Call,-0.023345700843791742,RUN
1.4000000000000001,0.9,Put,-0.03129673687577676,RUN
1.5000000000000002,0.7,Call,-0.024211017072746824,RUN
1.5000000000000002,0.7,Put,-0.02775777680602553,RUN
1.5000000000000002,0.8,Call,-0.022215888952688737,RUN
1.5000000000000002,0.8,Put,-0.027776654873608767,RUN
1.5000000000000002,0.9,Call,-0.02061285208134755,RUN
1.5000000000000002,0.9,Put,-0.027967151617114265,RUN
1.6,0.7,Call,-0.021482541003252364,RUN
1.6,0.7,Put,-0.024955927047289744,RUN
1.6,0.8,Call,-0.019735325280597488,RUN
1.6,0.8,Put,-0.024969566086517625,RUN
1.6,0.9,Call,-0.018331870860980454,RUN
1.6,0.9,Put,-0.025135652720102708,RUN
1.7000000000000002,0.7,Call,-0.01919022139341893,RUN
1.7000000000000002,0.7,Put,-0.02255332224855169,RUN
1.7000000000000002,0.8,Call,-0.01764751199501473,RUN
1.7000000000000002,0.8,Put,-0.022562984762327716,RUN
1.7000000000000002,0.9,Call,-0.016408639194802097,RUN
1.7000000000000002,0.9,Put,-0.02270896360321556,RUN
1.8000000000000003,0.7,Call,-0.017245886852867983,RUN
1.8000000000000003,0.7,Put,-0.020478467392963537,RUN
1.8000000000000003,0.8,Call,-0.01587383396600386,RUN
1.8000000000000003,0.8,Put,-0.020485087841751487,RUN
1.8000000000000003,0.9,Call,-0.014772258156069909,RUN
1.8000000000000003,0.9,Put,-0.02061432332238951,RUN
1.9000000000000001,0.7,Call,-0.015582555249746128,RUN
1.9000000000000001,0.7,Put,-0.018674964616023706,RUN
1.9000000000000001,0.8,Call,-0.014354376586680014,RUN
1.9000000000000001,0.8,Put,-0.0186792429082442,RUN
1.9000000000000001,0.9,Call,-0.01336851751905875,RUN
1.9000000000000001,0.9,Put,-0.018794400550774172,RUN
2.0,0.7,Call,-0.014148608216787983,RUN
2.0,0.7,Put,-0.01709790420927615,RUN
2.0,0.8,Call,-0.013042838549029434,RUN
2.0,0.8,Put,-0.017100370171846402,RUN
2.0,0.9,Call,-0.012155405908445549,RUN
2.0,0.9,Put,-0.017203586833086648,RUN
2.1,0.7,Call,-0.01290375091841801,RUN
2.1,0.7,Put,-0.015711204183950434,RUN
2.1,0.8,Call,-0.011902986694953398,RUN
2.1,0.8,Put,-0.01571226272247975,RUN
2.1,0.9,Call,-0.0110999660864184,RUN
2.1,0.9,Put,-0.01580526990030153,RUN
2.2,0.7,Call,-0.011816158473454406,RUN
2.2,0.7,Put,-0.014485630577459883,RUN
2.2,0.8,Call,-0.010906141683735372,RUN
2.2,0.8,Put,-0.014485593768235024,RUN
2.2,0.9,Call,-0.010176054905103819,RUN
2.2,0.9,Put,-0.014569808272100394,RUN
2.3000000000000003,0.7,Call,-0.010860427003043044,RUN
2.3000000000000003,0.7,Put,-0.01339731023235383,RUN
2.3000000000000003,0.8,Call,-0.0100293660445481,RUN
2.3000000000000003,0.8,Put,-0.013396420431338353,RUN
2.3000000000000003,0.9,Call,-0.009362722911197767,RUN
2.3000000000000003,0.9,Put,-0.013473011984727779,RUN
2.4000000000000004,0.7,Call,-0.010016080203361734,RUN
2.4000000000000004,0.7,Put,-0.012426603014146125,RUN
2.4000000000000004,0.8,Call,-0.009254139244257532,RUN
2.4000000000000004,0.8,Put,-0.012425049701204892,RUN
2.4000000000000004,0.9,Call,-0.008643025548774051,RUN
2.4000000000000004,0.9,Put,-0.012494991990671942,RUN
2.5000000000000004,0.7,Call,-0.009266465820203516,RUN
2.5000000000000004,0.7,Put,-0.011557238785688815,RUN
2.5000000000000004,0.8,Call,-0.008565375864506562,RUN
2.5000000000000004,0.8,Put,-0.011555170980805938,RUN
2.5000000000000004,0.9,Call,-0.008003139633503407,RUN
2.5000000000000004,0.9,Put,-0.011619280659276308,RUN
2.6,0.7,Call,-0.008597929929628104,RUN
2.6,0.7,Put,-0.010775651189825612,RUN
2.6,0.8,Call,-0.007950689065349808,RUN
2.6,0.8,Put,-0.010773186700580455,RUN
2.6,0.9,Call,-0.007431698825824181,RUN
2.6,0.9,Put,-0.010832153511687485,RUN
2.7,0.7,Call,-0.007999191909349826,RUN
2.7,0.7,Put,-0.01007045905109126,RUN
2.7,0.8,Call,-0.007399831778395656,RUN
2.7,0.8,Put,-0.010067691426387772,RUN
2.7,0.9,Call,-0.00691928827825958,RUN
2.7,0.9,Put,-0.010122101705301855,RUN
2.8000000000000003,0.7,Call,-0.0074608662497156145,RUN
2.8000000000000003,0.7,Put,-0.009432059469514323,RUN
2.8000000000000003,0.8,Call,-0.006904268290029118,RUN
2.8000000000000003,0.8,Put,-0.009429063274823162,RUN
2.8000000000000003,0.9,Call,-0.006458056384015372,RUN
2.8000000000000003,0.9,Put,-0.009479418453401625,RUN
2.9000000000000004,0.7,Call,-0.006975093074719447,RUN
2.9000000000000004,0.7,Put,-0.008852306133890073,RUN
2.9000000000000004,0.8,Call,-0.006456842591949746,RUN
