Expiry,Skew_25_delta,Skew_75_delta,Skew_call_25_75,Skew_put_25_75,IV_put_25_delta,IV_put_75_delta,IV_call_25_delta,IV_call_75_delta,Strike_call_25_delta,Strike_call_75_delta,Strike_put_25_delta,Strike_put_75_delta,ATM_12m_3m_Ratio,ATM_IV_3m,ATM_IV_12m,Ticker
2025-08-29,0.4796566658332429,,0.6292493377081211,,0.2775109156939909,,0.5785615742708559,0.91944725182885,28.13339194077509,25.145328638941347,25.145328638941347,28.13339194077509,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2025-09-05,0.8153649524378075,0.3337029375306899,0.7093155667124118,1.7331314419810058,0.4054601836687602,0.2339465858430857,0.4972744811467561,0.7010624107004456,28.57384917622474,24.88664737918458,24.88664737918458,28.57384917622474,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2025-09-12,0.9010232950020702,0.5138494686798697,0.7575284672424879,1.3283088476596756,0.4318009016248961,0.3250756797906441,0.4792338933078351,0.6326282298701131,28.98843716635233,24.665405876806137,24.665405876806137,28.98843716635233,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2025-09-19,0.9365869060694204,0.6025579368124591,0.7900024007190443,1.2279415124643085,0.4432339582487193,0.3609568971727409,0.4732438125884567,0.5990409803283127,29.38626335762477,24.47088391008281,24.47088391008281,29.38626335762477,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2025-09-26,0.9548327742175526,0.658724434956444,0.8129301888240865,1.1783567547352725,0.4498384228461987,0.3817506209715398,0.4711174930236588,0.5795300746613139,29.768843772893057,24.29872868213301,24.29872868213301,29.768843772893057,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2025-10-17,0.978089213009329,0.7476147044293452,0.8523235244798728,1.1150776467461014,0.4612195259817285,0.4136209952083689,0.471551592479662,0.5532542267531858,30.844796935218845,23.88213925265136,23.88213925265136,30.844796935218845,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2025-12-19,1.0166367809317585,0.8264021984716339,0.8773179729911309,1.0792731693657196,0.4786456329623048,0.4434888650512836,0.4708128231634714,0.5366501515502761,33.74371584391703,23.11825201668485,23.11825201668485,33.74371584391703,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2026-01-16,1.0350121885237158,0.8500771220819389,0.8750976160477915,1.0654759141608885,0.4805474753791674,0.4510167419013134,0.4642916099998723,0.5305597929711605,34.81056701316732,22.942037094624336,22.942037094624336,34.81056701316732,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2026-03-20,1.056649015631464,0.880111850732474,0.8688235844581339,1.0430964933730251,0.4818125733116979,0.4619060426075033,0.4559816610662927,0.5248265231550757,37.07277040242641,22.685650687774995,22.685650687774995,37.072770402426414,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2026-06-18,1.022561588549351,0.9159750165738428,0.891972132366812,0.9957656312793433,0.4766241366814154,0.4786509211701318,0.4661079997710206,0.5225589262909166,40.25449540928975,22.50358109264582,22.50358109264582,40.25449540928975,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2026-12-18,1.0344727451903308,0.9877520722287844,0.8556570402426249,0.8961296181985647,0.4513225661726888,0.5036353636876274,0.4362827036971871,0.5098803412795826,46.99420025375405,22.503532628070506,22.503532628070506,46.99420025375405,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
2027-01-15,1.0511083301224204,0.9931939813955576,0.8514872346036333,0.9011384906171016,0.4485174323306946,0.4977230880722328,0.4267090455637972,0.5011338141345477,47.39531794787937,22.564920209184983,22.564920209184983,47.39531794787937,0.981865813240044,0.495825186593708,0.4868338000597277,CZR
