T,Skew_90_Moneyness,Skew_80_Moneyness,Skew_70_Moneyness,Skew_90_Moneyness_Vol,Skew_80_Moneyness_Vol,Skew_70_Moneyness_Vol,ATM_12m_3m_Ratio,Ticker
0.2,,,,,,,0.6393185244467032,CMI
0.30000000000000004,,,,,,,0.6393185244467032,CMI
0.4,,,,,,,0.6393185244467032,CMI
0.5,,,,,,,0.6393185244467032,CMI
0.6,,,,,,,0.6393185244467032,CMI
0.7000000000000001,0.28685023178463265,0.29481597258468173,0.30384176514390393,0.5138027831792054,0.5169814837117472,0.5204993325377087,0.6393185244467032,CMI
0.8,0.16616994456104683,0.17380437996479942,0.18250776574994604,0.8383259190056932,0.8347650573303397,0.8309349233388863,0.6393185244467032,CMI
0.9,0.07901642607197626,0.08465975605257625,0.09123870619895685,1.4820794636579016,1.4634160467225115,1.443226980937581,0.6393185244467032,CMI
1.0,,,,,,,0.6393185244467032,CMI
1.1,,,,,,,0.6393185244467032,CMI
1.2000000000000002,,,,,,,0.6393185244467032,CMI
1.3000000000000003,,,,,,,0.6393185244467032,CMI
1.4000000000000001,,,,,,,0.6393185244467032,CMI
1.5000000000000002,,,,,,,0.6393185244467032,CMI
1.6,,,,,,,0.6393185244467032,CMI
1.7000000000000002,,,,,,,0.6393185244467032,CMI
1.8000000000000003,,,,,,,0.6393185244467032,CMI
1.9000000000000001,,,,,,,0.6393185244467032,CMI
2.0,,,,,,,0.6393185244467032,CMI
2.1,,,,,,,0.6393185244467032,CMI
2.2,,,,,,,0.6393185244467032,CMI
2.3000000000000003,,,,,,,0.6393185244467032,CMI
2.4000000000000004,,,,,,,0.6393185244467032,CMI
2.5000000000000004,,,,,,,0.6393185244467032,CMI
2.6,,,,,,,0.6393185244467032,CMI
2.7,,,,,,,0.6393185244467032,CMI
2.8000000000000003,,,,,,,0.6393185244467032,CMI
2.9000000000000004,,,,,,,0.6393185244467032,CMI
3.0000000000000004,,,,,,,0.6393185244467032,CMI
3.1,,,,,,,0.6393185244467032,CMI
3.2,,,,,,,0.6393185244467032,CMI
3.3000000000000003,,,,,,,0.6393185244467032,CMI
3.4000000000000004,,,,,,,0.6393185244467032,CMI
3.5000000000000004,,,,,,,0.6393185244467032,CMI
3.6,,,,,,,0.6393185244467032,CMI
3.7,,,,,,,0.6393185244467032,CMI
3.8000000000000003,,,,,,,0.6393185244467032,CMI
3.9000000000000004,,,,,,,0.6393185244467032,CMI
4.0,,,,,,,0.6393185244467032,CMI
4.1,,,,,,,0.6393185244467032,CMI
4.2,,,,,,,0.6393185244467032,CMI
4.3,,,,,,,0.6393185244467032,CMI
4.3999999999999995,,,,,,,0.6393185244467032,CMI
4.5,,,,,,,0.6393185244467032,CMI
4.6,,,,,,,0.6393185244467032,CMI
4.7,,,,,,,0.6393185244467032,CMI
4.8,,,,,,,0.6393185244467032,CMI
4.9,,,,,,,0.6393185244467032,CMI
5.0,,,,,,,0.6393185244467032,CMI
