Strike,Type,Expiry,IV Slope
100.0,Put,2025-11-21,-0.32523987687904854
100.0,Put,2025-12-19,2.3623758632029452
95.0,Call,2025-10-17,-11.504702404647947
90.0,Call,2025-12-19,
90.0,Call,2026-02-20,-0.7293535041112552
115.0,Call,2025-11-21,-0.9959038403055376
115.0,Call,2025-12-19,-0.3989931038453929
115.0,Put,2025-10-17,-0.035136328609129436
110.0,Call,2025-12-19,-0.37953755635131275
110.0,Call,2026-02-20,-0.0314603532719171
110.0,Put,2025-10-17,-1.57151633087266
110.0,Put,2025-11-21,0.5291902061973991
110.0,Put,2026-02-20,-0.070003080794257
105.0,Put,2025-10-17,-3.572949040065946
105.0,Put,2025-11-21,0.41290023450903457
