Expiry,Skew_25_delta,Skew_75_delta,Skew_call_25_75,Skew_put_25_75,IV_put_25_delta,IV_put_75_delta,IV_call_25_delta,IV_call_75_delta,Strike_call_25_delta,Strike_call_75_delta,Strike_put_25_delta,Strike_put_75_delta,ATM_12m_3m_Ratio,ATM_IV_3m,ATM_IV_12m,Ticker
2025-08-22,0.922835573673896,0.7703787630772663,0.8879779974951133,1.063707521550684,1.0379597321163367,0.9757942959763868,1.1247504557980144,1.2666422579960424,37.26232886328916,34.3018397468917,34.3018397468917,37.26232886328916,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2025-08-29,1.003930797272993,0.912054696335077,0.9403909537671528,1.0351215160202658,0.7237946305553722,0.6992363885335388,0.7209606802793949,0.7666605866328969,38.64732344546395,33.39223688092957,33.39223688092957,38.64732344546395,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2025-09-05,1.012788373950254,0.9350776856415456,0.9519494539989798,1.0310622896930597,0.6982066677143146,0.6771721502123466,0.6893904844020345,0.7241881189237737,39.71792807214379,32.81637335608474,32.81637335608474,39.71792807214379,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2025-09-12,1.0167023452651318,0.9427742578540436,0.9552268146288772,1.030131375143757,0.6906460901618555,0.6704446702882673,0.679300183950841,0.7111401957604816,40.674186051590176,32.37484994691926,32.37484994691926,40.674186051590176,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2025-09-19,1.0202531575977862,0.9480757899104616,0.9574976694939796,1.0303923284297916,0.6892289203521812,0.6688995068533681,0.6755469612806584,0.7055337916777101,41.570901048548286,32.01221566657952,32.01221566657952,41.570901048548286,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2025-09-26,1.024317310322458,0.9520238278460988,0.9588003669346996,1.0316084369618352,0.6910194317844509,0.6698466269038622,0.6746146187521873,0.7036027957612712,42.431348005582095,31.70389554798381,31.70389554798381,42.4313480055821,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2025-10-17,1.0377348473949786,0.9571512859605088,0.9550280797644006,1.035432886262789,0.7039209585895946,0.6798325298805915,0.6783244875669776,0.7102665376439151,44.90257023250568,30.989952593428495,30.989952593428495,44.90257023250568,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2025-11-21,1.0512891103031456,0.9734541264348584,0.948738314925904,1.0245970836466562,0.7202766803799262,0.7029852923418252,0.6851366320842323,0.7221555420555994,48.81575502354864,30.232643105679816,30.232643105679816,48.81575502354864,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2025-12-19,1.0579460551034925,0.9784710954159692,0.9442372365785384,1.0209315984908185,0.7197254007017121,0.7049692670553431,0.6803044420174201,0.720480421300177,51.62271573849286,29.89016623911714,29.89016623911714,51.62271573849287,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2026-01-16,1.063376308080323,0.9760197771286738,0.9430191074838974,1.02742198515228,0.7169728788141977,0.6978368082204618,0.6742419154593773,0.7149822417260939,54.25859450679096,29.675801662680108,29.675801662680108,54.25859450679096,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2026-02-20,1.0679990012156966,0.9754177352346672,0.9356356955091916,1.0244410699228956,0.7144754445677507,0.697429520881592,0.6689851242880075,0.7150059873719679,57.5650338970216,29.508864681915497,29.508864681915497,57.56503389702159,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2026-03-20,1.0772741105276316,0.9839485287949103,0.9195620994092444,1.0067807550149763,0.7112270616493448,0.706436886190544,0.6602099267947664,0.7179612200403933,60.19362066937566,29.43989395187952,29.43989395187952,60.193620669375655,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2026-06-18,1.103685854124529,1.0372986307674696,0.8792053008926567,0.9354745342222008,0.6965277367208625,0.7445715636716822,0.6310923838680217,0.7177986566132778,68.72753853094956,29.47751732236288,29.47751732236288,68.72753853094956,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
2027-01-15,,,,,0.6788703263427133,,,0.6638355783305344,,30.32785489646908,30.32785489646908,,0.9598984267678016,0.7076149657200355,0.679238492352014,ENPH
