Strike,Type,Expiry,IV Slope
15.0,Call,2025-12-19,-0.40288855387411887
15.0,Call,2026-01-16,0.030020614002629797
15.0,Put,2025-12-19,-1.500185536073644
15.0,Put,2026-01-16,1.9973429251516635
5.0,Put,2026-01-16,3.503937376530445
5.0,Put,2026-04-17,-2.085915878667415
12.5,Call,2025-12-19,-0.223072137736404
12.5,Call,2026-01-16,-1.4858335446318098
12.5,Call,2026-04-17,0.2592957874090435
12.5,Put,2025-10-17,1.9929205695416103
12.5,Put,2025-12-19,-0.2606957688647185
12.5,Put,2026-04-17,0.28016239770817297
7.5,Put,2025-12-19,-2.077788365541109
7.5,Put,2026-01-16,-0.38372506741917506
7.5,Put,2026-04-17,-0.535519465976038
10.0,Call,2025-10-17,-3.992464108033353
10.0,Call,2026-04-17,-0.46024346098068863
10.0,Put,2025-12-19,-0.36409249028915625
10.0,Put,2026-01-16,0.06940857823734932
20.0,Put,2025-12-19,-1.7895939303483324
