T,Moneyness,Type,IV_Slope,Ticker
0.1,0.7,Call,0.7129639046172254,CRNC
0.1,0.7,Put,-0.017680167557543314,CRNC
0.1,0.8,Call,0.7126828814275621,CRNC
0.1,0.8,Put,-0.01773951988498501,CRNC
0.1,0.9,Call,0.7124917046170687,CRNC
0.1,0.9,Put,-0.017791927101939997,CRNC
0.2,0.7,Call,0.6791177770505696,CRNC
0.2,0.7,Put,-0.017576047343731416,CRNC
0.2,0.8,Call,0.6793805738163905,CRNC
0.2,0.8,Put,-0.01763615022673526,CRNC
0.2,0.9,Call,0.6799140060282649,CRNC
0.2,0.9,Put,-0.01768919580458217,CRNC
0.30000000000000004,0.7,Call,0.6230682362197333,CRNC
0.30000000000000004,0.7,Put,-0.017472877650026582,CRNC
0.30000000000000004,0.8,Call,0.6185622610615689,CRNC
0.30000000000000004,0.8,Put,-0.017533714582370255,CRNC
0.30000000000000004,0.9,Call,0.6131628918365679,CRNC
0.30000000000000004,0.9,Put,-0.017587383522865704,CRNC
0.4,0.7,Call,0.3822060755607065,CRNC
0.4,0.7,Put,-0.01737064659247667,CRNC
0.4,0.8,Call,0.2608815159767103,CRNC
0.4,0.8,Put,-0.017432201360911836,CRNC
0.4,0.9,Call,0.12630478078737295,CRNC
0.4,0.9,Put,-0.017486478923398052,CRNC
0.5,0.7,Call,0.020048281219176012,CRNC
0.5,0.7,Put,-0.017269342476222693,CRNC
0.5,0.8,Call,-0.017920002272542312,CRNC
0.5,0.8,Put,-0.017331599154835065,CRNC
0.5,0.9,Call,-0.03790489990787016,CRNC
0.5,0.9,Put,-0.017386470851477043,CRNC
0.6,0.7,Call,-0.03782824600342035,CRNC
0.6,0.7,Put,-0.01716895379174262,CRNC
0.6,0.8,Call,-0.047429580688559035,CRNC
0.6,0.8,Put,-0.017231896736460046,CRNC
0.6,0.9,Call,-0.053006601733453694,CRNC
0.6,0.9,Put,-0.01728734832734391,CRNC
0.7000000000000001,0.7,Call,-0.05009462455410736,CRNC
0.7000000000000001,0.7,Put,-0.017069469211404363,CRNC
0.7000000000000001,0.8,Call,-0.05417627043963202,CRNC
0.7000000000000001,0.8,Put,-0.017133083054732264,CRNC
0.7000000000000001,0.9,Call,-0.056742089294030996,CRNC
0.7000000000000001,0.9,Put,-0.017189100543102406,CRNC
