T,Moneyness,Type,IV_Slope,Ticker
0.1,0.7,Call,-0.19179014128281602,LYV
0.1,0.7,Put,-3.029256863460894,LYV
0.1,0.8,Call,-0.002879875167699497,LYV
0.1,0.8,Put,-1.3635417517225967,LYV
0.1,0.9,Call,-0.0013676687445340896,LYV
0.1,0.9,Put,-0.3761015641119414,LYV
0.2,0.7,Call,-0.18870570789519814,LYV
0.2,0.7,Put,-0.8463265200233661,LYV
0.2,0.8,Call,-0.002472665380948147,LYV
0.2,0.8,Put,-0.44023588398856006,LYV
0.2,0.9,Call,-0.0010962677906012352,LYV
0.2,0.9,Put,-0.19097883961949336,LYV
0.30000000000000004,0.7,Call,-0.1856933344104583,LYV
0.30000000000000004,0.7,Put,-0.3546100172281037,LYV
0.30000000000000004,0.8,Call,-0.0021328704382927994,LYV
0.30000000000000004,0.8,Put,-0.18005166030602793,LYV
0.30000000000000004,0.9,Call,-0.0008405340331067248,LYV
0.30000000000000004,0.9,Put,-0.07278344827181074,LYV
0.4,0.7,Call,-0.18275066708786647,LYV
0.4,0.7,Put,-0.18769760522518997,LYV
0.4,0.8,Call,-0.001834208438231122,LYV
0.4,0.8,Put,-0.09179743613341174,LYV
0.4,0.9,Call,-0.0005989711017798105,LYV
0.4,0.9,Put,-0.03299505944065473,LYV
0.5,0.7,Call,-0.17987514380267688,LYV
0.5,0.7,Put,-0.11420762760407932,LYV
0.5,0.8,Call,-0.0015637494252429551,LYV
0.5,0.8,Put,-0.05385426377142455,LYV
0.5,0.9,Call,-0.000370368384294828,LYV
0.5,0.9,Put,-0.016937283876683473,LYV
0.6,0.7,Call,-0.17706317426289161,LYV
0.6,0.7,Put,-0.07612380115482968,LYV
0.6,0.8,Call,-0.0013144227204442416,LYV
0.6,0.8,Put,-0.03472976266140811,LYV
0.6,0.9,Call,-0.00015372067760828964,LYV
0.6,0.9,Put,-0.009463945744599597,LYV
0.7000000000000001,0.7,Call,-0.17430437866326554,LYV
0.7000000000000001,0.7,Put,-0.05408387265205221,LYV
0.7000000000000001,0.8,Call,-0.001082012429654,LYV
0.7000000000000001,0.8,Put,-0.02396051179898955,LYV
0.7000000000000001,0.9,Call,5.182541453921781e-05,LYV
0.7000000000000001,0.9,Put,-0.005607304845897268,LYV
0.8,0.7,Call,-0.1714218461684909,LYV
0.8,0.7,Put,-0.04027423741927161,LYV
0.8,0.8,Call,-0.00086381273819644,LYV
0.8,0.8,Put,-0.017383977241020032,LYV
0.8,0.9,Call,0.000247008164627055,LYV
0.8,0.9,Put,-0.00345893398739916,LYV
0.9,0.7,Call,-0.0020218241511025,LYV
0.9,0.7,Put,-0.03108862745508182,LYV
0.9,0.8,Call,-0.0006579720961377402,LYV
0.9,0.8,Put,-0.013112234757830766,LYV
0.9,0.9,Call,0.00043247642090972325,LYV
0.9,0.9,Put,-0.002190602386505554,LYV
1.0,0.7,Call,-0.0016494180932857816,LYV
1.0,0.7,Put,-0.024687828133651557,LYV
1.0,0.8,Call,-0.0004631504317814672,LYV
1.0,0.8,Put,-0.010199858415727014,LYV
1.0,0.9,Call,0.0006088080088312298,LYV
1.0,0.9,Put,-0.0014073251831836497,LYV
1.1,0.7,Call,-0.001441484659967215,LYV
1.1,0.7,Put,-0.020058574992825644,LYV
1.1,0.8,Call,-0.0002783294066661062,LYV
1.1,0.8,Put,-0.008135341774038386,LYV
1.1,0.9,Call,0.0007765231786471815,LYV
1.1,0.9,Put,-0.0009061698850429147,LYV
1.2000000000000002,0.7,Call,-0.001251757661494453,LYV
1.2000000000000002,0.7,Put,-0.016607269872070948,LYV
1.2000000000000002,0.8,Call,-0.00010270216292684874,LYV
1.2000000000000002,0.8,Put,-0.006624242430415075,LYV
1.2000000000000002,0.9,Call,0.0009360946242135495,LYV
1.2000000000000002,0.9,Put,-0.0005764208019463459,LYV
1.3000000000000003,0.7,Call,-0.0010720804940808836,LYV
1.3000000000000003,0.7,Put,-0.01396831603171457,LYV
1.3000000000000003,0.8,Call,6.439347882264838e-05,LYV
1.3000000000000003,0.8,Put,-0.005488234801620528,LYV
1.3000000000000003,0.9,Call,0.001087955085098658,LYV
1.3000000000000003,0.9,Put,-0.00035461836974158225,LYV
1.4000000000000001,0.7,Call,-0.0009006325490608566,LYV
1.4000000000000001,0.7,Put,-0.011906984541743784,LYV
1.4000000000000001,0.8,Call,0.00022351701176632444,LYV
1.4000000000000001,0.8,Put,-0.004614642350666711,LYV
1.4000000000000001,0.9,Call,0.0012325032162680786,LYV
1.4000000000000001,0.9,Put,-0.00020286044554887865,LYV
1.5000000000000002,0.7,Call,-0.0007366512088139801,LYV
1.5000000000000002,0.7,Put,-0.010267190070001318,LYV
1.5000000000000002,0.8,Call,0.0003751525217680443,LYV
1.5000000000000002,0.8,Put,-0.003929667918593319,LYV
1.5000000000000002,0.9,Call,0.0013701081960767096,LYV
1.5000000000000002,0.9,Put,-9.770804498450875e-05,LYV
1.6,0.7,Call,-0.0005796631478791753,LYV
1.6,0.7,Put,-0.008941983329489173,LYV
1.6,0.8,Call,0.0005197269451785724,LYV
1.6,0.8,Put,-0.0033834676208370495,LYV
1.6,0.9,Call,0.0015011134013708655,LYV
1.6,0.9,Put,-2.4229190296459757e-05,LYV
1.7000000000000002,0.7,Call,-0.0004293030749584236,LYV
1.7000000000000002,0.7,Put,-0.007856158673047453,LYV
1.7000000000000002,0.8,Call,0.000657622629417291,LYV
1.7000000000000002,0.8,Put,-0.002941465748388971,LYV
1.7000000000000002,0.9,Call,0.0016258393828363098,LYV
1.7000000000000002,0.9,Put,2.7335284901632574e-05,LYV
1.8000000000000003,0.7,Call,-0.00028525727205969744,LYV
1.8000000000000003,0.7,Put,-0.00695562192585634,LYV
1.8000000000000003,0.8,Call,0.0007891861985776577,LYV
1.8000000000000003,0.8,Put,-0.002579111269631864,LYV
1.8000000000000003,0.9,Call,0.0017445863083362684,LYV
1.8000000000000003,0.9,Put,6.350696844946588e-05,LYV
1.9000000000000001,0.7,Call,-0.00014724228226885804,LYV
1.9000000000000001,0.7,Put,-0.006200681027068136,LYV
1.9000000000000001,0.8,Call,0.0009147349639941552,LYV
1.9000000000000001,0.8,Put,-0.0022786085153743488,LYV
1.9000000000000001,0.9,Call,0.0018576359962861827,LYV
1.9000000000000001,0.9,Put,8.87291876171478e-05,LYV
2.0,0.7,Call,-1.4995564148745366e-05,LYV
2.0,0.7,Put,-0.005561692218719605,LYV
2.0,0.8,Call,0.0010345616670681679,LYV
2.0,0.8,Put,-0.002026820090522685,LYV
2.0,0.9,Call,0.0019652536290826195,LYV
2.0,0.9,Put,0.00010608110942722515,LYV
2.1,0.7,Call,0.00011172917080679683,LYV
2.1,0.7,Put,-0.005016163997482804,LYV
2.1,0.8,Call,0.0011489380656963069,LYV
2.1,0.8,Put,-0.0018138873903424046,LYV
2.1,0.9,Call,0.002067689213863006,LYV
2.1,0.9,Put,0.00011772858854188666,LYV
2.2,0.7,Call,0.0002331645767522145,LYV
2.2,0.7,Put,-0.00454678772765252,LYV
2.2,0.8,Call,0.0012581177032475945,LYV
2.2,0.8,Put,-0.0016323025023680003,LYV
2.2,0.9,Call,0.0021651788411940587,LYV
2.2,0.9,Put,0.00012521514390754923,LYV
2.3000000000000003,0.7,Call,0.0003495313153911716,LYV
2.3000000000000003,0.7,Put,-0.00414007159505386,LYV
2.3000000000000003,0.8,Call,0.0013623380892002766,LYV
2.3000000000000003,0.8,Put,-0.0014762710272178316,LYV
2.3000000000000003,0.9,Call,0.0022579457803713642,LYV
2.3000000000000003,0.9,Put,0.00012965349585010745,LYV
2.4000000000000004,0.7,Call,0.0004610391926875012,LYV
2.4000000000000004,0.7,Put,-0.0037853759543293726,LYV
2.4000000000000004,0.8,Call,0.0014618224488417244,LYV
2.4000000000000004,0.8,Put,-0.0013412665512066433,LYV
2.4000000000000004,0.9,Call,0.0023462014412008176,LYV
2.4000000000000004,0.9,Put,0.00013185390765798238,LYV
2.5000000000000004,0.7,Call,0.0005678880144377451,LYV
2.5000000000000004,0.7,Put,-0.003474220976766861,LYV
2.5000000000000004,0.8,Call,0.0015567811522132489,LYV
2.5000000000000004,0.8,Put,-0.0012237139045057075,LYV
2.5000000000000004,0.9,Call,0.0024301462253317747,LYV
2.5000000000000004,0.9,Put,0.00013241157482246632,LYV
2.6,0.7,Call,0.0006702682740425616,LYV
2.6,0.7,Put,-0.0031997823276264954,LYV
2.6,0.8,Call,0.001647412900315354,LYV
2.6,0.8,Put,-0.0011207605383457295,LYV
2.6,0.9,Call,0.0025099702854875375,LYV
2.6,0.9,Put,0.00013176700404511524,LYV
2.7,0.7,Call,0.0007683617330804885,LYV
2.7,0.7,Put,-0.002956518800360128,LYV
2.7,0.8,Call,0.0017339057249175524,LYV
2.7,0.8,Put,-0.0010301091981881583,LYV
2.7,0.9,Call,0.0025858542069925983,LYV
2.7,0.9,Put,0.00013024828691925118,LYV
2.8000000000000003,0.7,Call,0.0008623419287415564,LYV
2.8000000000000003,0.7,Put,-0.002739893940812857,LYV
2.8000000000000003,0.8,Call,0.001816437842981831,LYV
2.8000000000000003,0.8,Put,-0.0009498938851277123,LYV
2.8000000000000003,0.9,Call,0.0026579696232548584,LYV
2.8000000000000003,0.9,Put,0.00012810105885476976,LYV
2.9000000000000004,0.7,Call,0.0009523746281699058,LYV
2.9000000000000004,0.7,Put,-0.0025461655380581787,LYV
2.9000000000000004,0.8,Call,0.001895178396060218,LYV
2.9000000000000004,0.8,Put,-0.0008785868182177148,LYV
