T,Skew_90_Moneyness,Skew_80_Moneyness,Skew_70_Moneyness,Skew_90_Moneyness_Vol,Skew_80_Moneyness_Vol,Skew_70_Moneyness_Vol,ATM_12m_3m_Ratio,Ticker
0.1,1.0955270689779004,1.1941948538315206,1.297857198290063,1.0444048612988643,1.0672980534173682,1.0987575062967514,0.9257033045868589,CFLT
0.2,1.0980521729518018,1.191405587994409,1.291801714705524,1.0386747831932674,1.0540118261172278,1.0753063491163926,0.9257033045868589,CFLT
0.30000000000000004,1.102460105037885,1.192250775297057,1.2895706291264661,1.036122236349535,1.0459786213985667,1.0596911115914598,0.9257033045868589,CFLT
0.4,1.1075662205567391,1.1948211617787337,1.2897058869156237,1.035457448432069,1.0411137998340456,1.049128735379325,0.9257033045868589,CFLT
0.5,1.1129908187435629,1.1983144574738003,1.2912708736321354,1.035945680863553,1.0382585060884226,1.0418873661295316,0.9257033045868589,CFLT
0.6,1.118602370215507,1.2023871096642995,1.2937224057953205,1.0371170657755642,1.0366912795726713,1.0368558144805629,0.9257033045868589,CFLT
0.7000000000000001,1.124322598626126,1.2068567836108286,1.2968221154302448,1.0386558530496113,1.0359326023382787,1.0332954823471237,0.9257033045868589,CFLT
0.8,1.1301613173320613,1.211624230474716,1.3003962916054446,1.0403472339756652,1.03565514983244,1.0306964548451256,0.9257033045868589,CFLT
0.9,1.1361145646220892,1.2166609134502693,1.304356110730867,1.0420421887974602,1.0356319207542235,1.02870500891798,0.9257033045868589,CFLT
1.0,1.1421800454788433,1.2219228089318896,1.308652303869264,1.0436381935605514,1.0357043105803627,1.0270734522001683,0.9257033045868589,CFLT
1.1,1.1483908100768663,1.2273988602274941,1.313237908370744,1.0450646777640071,1.035761778388213,1.0256283693245107,0.9257033045868589,CFLT
1.2000000000000002,1.1547334907915898,1.2330911104946616,1.3180986429483055,1.0462751815901508,1.0357275206715109,1.0242483274314336,0.9257033045868589,CFLT
1.3000000000000003,1.1612194499897248,1.2389676150573896,1.3232171538446933,1.0472396436036926,1.0355502401313161,1.0228491271678959,0.9257033045868589,CFLT
1.4000000000000001,1.167842888397979,1.245043075169018,1.328580155751682,1.0479407625143842,1.0351951470778715,1.0213731874776881,0.9257033045868589,CFLT
1.5000000000000002,1.1746487421058205,1.251311651173884,1.3341767698416334,1.0483681393086295,1.0346409256127218,1.0197820951239933,0.9257033045868589,CFLT
1.6,1.1815882527833002,1.2577684096724275,1.3399976904409472,1.048521565860034,1.033875715452123,1.0180512982921774,0.9257033045868589,CFLT
1.7000000000000002,1.1886851681434512,1.2644094349489046,1.3460344212433024,1.0484027063174624,1.0328945439841402,1.0161663078154624,0.9257033045868589,CFLT
1.8000000000000003,1.1959384985631347,1.271230392509241,1.3522790735724803,1.0480176274993682,1.031697505421894,1.014119937623634,0.9257033045868589,CFLT
1.9000000000000001,1.2033467655292314,1.2782269219852245,1.3587241806433354,1.0473748710653699,1.030288356859246,1.011910293339468,0.9257033045868589,CFLT
2.0,1.210907949686548,1.28539456553633,1.3653625959660263,1.0464847150810683,1.0286734840319198,1.0095392930223483,0.9257033045868589,CFLT
2.1,1.218619655951098,1.292728766005001,1.3721874377637615,1.0453586065991725,1.026861122615962,1.00701157206406,0.9257033045868589,CFLT
2.2,1.226479127546157,1.3002248906595184,1.3791993769557098,1.0440087363885968,1.0248607695381202,1.0043333709661246,0.9257033045868589,CFLT
2.3000000000000003,1.2344833052288893,1.3078782624818668,1.3863580129235193,1.0424477131986734,1.022682736683672,1.001513896634794,0.9257033045868589,CFLT
2.4000000000000004,1.242628894437548,1.315689109902024,1.393707199018868,1.040688314784684,1.0203375890896058,0.9985597836967195,0.9257033045868589,CFLT
2.5000000000000004,1.250912427653135,1.3236501117930612,1.401216113416957,1.0387432982754574,1.0178364564785185,0.9954811958439369,0.9257033045868589,CFLT
