Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y,Latest Open_Color,Latest Close_Color,Latest High_Color,Latest Low_Color,Open 1d (%)_Color,Open 1w (%)_Color,Close 1d (%)_Color,Close 1w (%)_Color,High 1d (%)_Color,High 1w (%)_Color,Low 1d (%)_Color,Low 1w (%)_Color,Spread 1Y_Color,Spread 3Y_Color,Spread 5Y_Color
BKNG,Booking Holdings Inc.,5474.81,5498.0,5537.0,5410.0,0.0,-2.13,0.0,-0.14,0.0,-2.04,0.0,-0.82,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
AXON,"Axon Enterprise, Inc.",751.42,751.11,765.01,745.43,0.0,2.79,0.0,3.12,0.0,3.55,0.0,5.17,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
SPOT,Spotify Technology S.A.,701.13,690.31,703.5,677.07,0.0,-1.39,0.0,-2.39,0.0,-1.81,0.0,-1.92,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
TYL,"Tyler Technologies, Inc.",552.4,553.99,555.52,548.25,0.0,-0.95,0.0,-1.07,0.0,-0.98,0.0,-0.87,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
MSFT,Microsoft Corporation,502.26,501.01,503.17,497.88,0.0,-1.34,0.0,1.21,0.0,-1.72,0.0,1.12,SENIOR_NORE_14,8.18,12.06,20.76,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
HUBS,"HubSpot, Inc.",493.02,496.79,501.51,490.15,0.0,4.78,0.0,1.9,0.0,1.9,0.0,4.17,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CYBR,CyberArk Software Ltd.,470.0,471.19,476.76,469.37,0.0,1.83,0.0,1.82,0.0,2.16,0.0,2.59,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
ALNY,"Alnylam Pharmaceuticals, Inc.",474.34,468.58,474.34,465.16,0.0,4.61,0.0,3.67,0.0,4.19,0.0,4.61,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CMI,Cummins Inc.,405.0,411.03,413.66,402.87,0.0,0.36,0.0,2.8,0.0,2.07,0.0,1.44,SENIOR_NORE_14,12.35,26.32,48.9,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CMI,Cummins Inc.,405.0,411.03,413.66,402.87,0.0,0.36,0.0,2.8,0.0,2.07,0.0,1.44,SENIOR_NORE,12.35,26.32,48.9,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
