Ticker,Contract Name,Type,Expiry,Strike,Bid,Ask,Volume,Open Interest,Implied Volatility,Last Stock Price,Bid Stock,Ask Stock,Moneyness
OPK,OPK250919C00000500,Call,2025-09-19,0.5,0.65,0.95,2.0,5,5.1562535546875,1.36,1.16,1.37,2.72
OPK,OPK250919C00001000,Call,2025-09-19,1.0,0.2,0.45,2.0,776,2.1875045312499997,1.36,1.16,1.37,1.36
OPK,OPK250919C00001500,Call,2025-09-19,1.5,0.0,0.05,107.0,6222,0.5937540625000001,1.36,1.16,1.37,0.9066666666666667
OPK,OPK250919C00002000,Call,2025-09-19,2.0,0.0,0.05,1.0,2219,1.3750031249999999,1.36,1.16,1.37,0.68
OPK,OPK250919C00002500,Call,2025-09-19,2.5,0.0,0.05,6.0,358,1.875000625,1.36,1.16,1.37,0.544
OPK,OPK250919C00003000,Call,2025-09-19,3.0,0.0,0.1,4.0,5821,2.68750328125,1.36,1.16,1.37,0.45333333333333337
OPK,OPK250919C00003500,Call,2025-09-19,3.5,0.0,0.05,1.0,1,2.56250359375,1.36,1.16,1.37,0.3885714285714286
OPK,OPK250919P00001000,Put,2025-09-19,1.0,0.0,0.05,21.0,33,1.3125034374999998,1.36,1.16,1.37,0.7352941176470588
OPK,OPK250919P00001500,Put,2025-09-19,1.5,0.0,0.2,3.0,3100,0.92187578125,1.36,1.16,1.37,1.102941176470588
OPK,OPK250919P00002000,Put,2025-09-19,2.0,0.45,0.7,1.0,37,1.8125009374999999,1.36,1.16,1.37,1.4705882352941175
OPK,OPK250919P00003500,Put,2025-09-19,3.5,1.95,2.4,10.0,0,2.7812530468750003,1.36,1.16,1.37,2.5735294117647056
OPK,OPK251017C00001000,Call,2025-10-17,1.0,0.0,0.45,1.0,202,1.3750031249999999,1.36,1.16,1.37,1.36
OPK,OPK251017C00001500,Call,2025-10-17,1.5,0.0,0.1,2.0,400,0.523442265625,1.36,1.16,1.37,0.9066666666666667
OPK,OPK251017C00002000,Call,2025-10-17,2.0,0.0,0.75,,9,2.8593778515625,1.36,1.16,1.37,0.68
OPK,OPK251017C00002500,Call,2025-10-17,2.5,0.0,0.05,,3,1.1875040625,1.36,1.16,1.37,0.544
OPK,OPK251017P00001000,Put,2025-10-17,1.0,0.0,0.75,,10,3.43750140625,1.36,1.16,1.37,0.7352941176470588
OPK,OPK251219C00000500,Call,2025-12-19,0.5,0.45,1.45,10.0,23,2.0937547656249995,1.36,1.16,1.37,2.72
