Expiry,Skew_25_delta,Skew_75_delta,Skew_call_25_75,Skew_put_25_75,IV_put_25_delta,IV_put_75_delta,IV_call_25_delta,IV_call_75_delta,Strike_call_25_delta,Strike_call_75_delta,Strike_put_25_delta,Strike_put_75_delta,ATM_12m_3m_Ratio,ATM_IV_3m,ATM_IV_12m,Ticker
2025-08-29,0.968206122386351,0.8858581246075897,0.9639708504145784,1.0535800860739497,1.1674285166250769,1.108058639353531,1.2057644437815571,1.2508308142958782,319.6593329041277,293.95344076075185,293.95344076075185,319.6593329041277,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2025-09-05,0.9867452502860417,0.9473119325919694,0.9813031998487418,1.0221514563759952,0.6717490439307074,0.6571912995285178,0.6807725132053873,0.6937432929091861,328.73676536423113,287.96163453204434,287.96163453204434,328.73676536423113,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2025-09-12,0.986322886180112,0.9683446270613448,0.9895305474429262,1.0079021437638067,0.6249824689643498,0.6200824879987646,0.6336489578831713,0.6403531043287157,335.8699660949974,283.96274107589807,283.96274107589807,335.8699660949974,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2025-09-19,0.9836821118953688,0.9836192509149464,0.9962159916215196,0.9962796576324152,0.6083228266573224,0.6105944470480874,0.6184140377272895,0.620763010158781,342.21085546385973,280.83190945918136,280.83190945918136,342.21085546385973,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2025-09-26,0.9806044375601872,0.9965787980419004,1.0027519851943147,0.9866786734635006,0.6009785546547879,0.6090924743971569,0.61286542425819,0.6111834564350707,348.1401747599786,278.2080910087189,278.2080910087189,348.14017475997866,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2025-10-03,0.9774647203767004,1.0065200878788052,1.0080540550489123,0.9789544062846643,0.5977987273115728,0.610650223824359,0.6115808733037342,0.6066945222238697,353.8395312034816,275.9241359773869,275.9241359773869,353.8395312034816,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2025-10-17,0.9715425951074071,1.0174722030596202,1.013459769976092,0.967711286852554,0.5967391610550751,0.6166499958845655,0.614218217564721,0.6060607788893394,364.8857351512945,272.0579780564055,272.0579780564055,364.8857351512945,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2025-11-21,0.9660741089113002,1.0277083967141507,1.0146426792322545,0.953791975755663,0.5987934360840752,0.6278029709881631,0.6198214304271902,0.6108765608954947,390.92619935261314,265.22599424857793,265.22599424857793,390.92619935261314,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2025-12-19,0.9696978068577968,1.0342340894779387,1.0093483247835706,0.9463649156955172,0.5935131205978739,0.6271503843331723,0.612059877211737,0.6063911359272112,408.7481822600581,262.032543342062,262.032543342062,408.7481822600581,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2026-01-16,0.9743034321956928,1.046838664542099,1.0062827674204562,0.936557644712121,0.5875558890112439,0.6273568875644027,0.6030522623605322,0.5992870810124469,424.7243375036004,259.9468462131045,259.9468462131045,424.7243375036004,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2026-03-20,0.9851757767767518,1.08006654483841,1.004711370569895,0.916441037515627,0.5880303434756962,0.6416455826441199,0.5968786051557053,0.5940796756556487,461.99874060032295,256.76982934905004,256.76982934905004,461.99874060032295,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2026-05-15,0.9928294082673836,1.10359122099441,1.005028173243728,0.9041586300718444,0.5901727112931626,0.6527313810478892,0.594435163159692,0.5914611938102717,495.4348302496359,255.429982252901,255.429982252901,495.4348302496359,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2026-06-18,0.9976371317052872,1.1206872602243758,1.0066406857084624,0.8961127354539284,0.5891031320881679,0.6573984597928474,0.5904984020404278,0.5866029561728291,513.5292677297501,255.2684083478004,255.2684083478004,513.5292677297501,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2026-09-18,1.0091465822399637,1.1508036974373508,1.00750959328732,0.8834911331132776,0.5884111383642006,0.6660068407146729,0.5830779677795936,0.5787319263900175,565.0028564698982,255.85887748345493,255.85887748345493,565.0028564698981,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2026-12-18,,,,,0.5862387934839125,,,0.5735019549755436,,257.7036757297228,257.7036757297228,,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2027-01-15,,,,,0.5854454666847885,,,0.5717801512660965,,258.46317244100857,258.46317244100857,,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
2027-12-17,,,,,0.5979895468517719,,,0.5622869010836948,,272.7470577810079,272.7470577810079,,0.9601089821582672,0.5960632441510104,0.5722856746437813,COIN
