Expiry,Skew_25_delta,Skew_75_delta,Skew_call_25_75,Skew_put_25_75,Skew_60_Moneyness,Skew_80_Moneyness,Skew_120_Moneyness,Skew_140_Moneyness,ATM_12m_3m_Ratio,Ticker
2025-09-19,1.0449258979219007,1.093036923255454,,,,1.208833307169683,,,0.7483836171572341,BMY
2025-09-26,1.1842631907213763,1.1628820962437758,,,,1.061511602469289,,,0.7483836171572341,BMY
2025-10-03,1.3205810084434164,1.3254009544541498,,,,0.9871875656374711,,,0.7483836171572341,BMY
2025-10-10,1.3786233872339477,1.4937871105229104,,,,0.9954429948409238,,,0.7483836171572341,BMY
2025-10-17,1.3922094874902016,1.6030282097091915,,,,1.1552194917034238,,,0.7483836171572341,BMY
2025-10-24,1.3825183997469792,1.6449321180485816,,,,0.9270215174958832,,,0.7483836171572341,BMY
2025-11-21,1.3036204467025916,1.5624223605536696,,,,1.0997345577881017,,,0.7483836171572341,BMY
2025-12-19,1.281146636338513,1.4811301985603744,,,,1.148222800049543,,,0.7483836171572341,BMY
2026-01-16,1.3840237393008512,1.6357367382945132,,,,1.1405995556273796,,,0.7483836171572341,BMY
2026-03-20,1.3922366431635704,1.7129260944382303,,,,1.129567790758244,,,0.7483836171572341,BMY
2026-06-18,1.438205789586078,2.0948406991705135,,,,1.1552194917034238,,,0.7483836171572341,BMY
2026-09-18,1.5617849135932838,2.18738748396367,,,,1.0715021108776133,,,0.7483836171572341,BMY
2026-12-18,1.7418432345645987,2.480512143327736,,,,1.0751362242995022,,,0.7483836171572341,BMY
2027-01-15,1.8021417254651197,2.6553082995884782,,,,1.0354867583409173,,,0.7483836171572341,BMY
2027-06-17,2.0872123765142025,3.040527855976606,,,,0.978441743263452,,,0.7483836171572341,BMY
2027-12-17,2.0521428982713554,3.7080778761367643,,,,0.9867902373280263,,,0.7483836171572341,BMY
