Expiry,Skew_25_delta,Skew_75_delta,Skew_call_25_75,Skew_put_25_75,Skew_60_Moneyness,Skew_80_Moneyness,Skew_120_Moneyness,Skew_140_Moneyness,ATM_12m_3m_Ratio,Ticker
2025-09-19,0.978094167192995,1.1095036029707885,,,,1.2043467097913927,,,0.9471818717003794,COIN
2025-09-26,0.9717143227491303,1.0768942078045616,,,,1.2205226875905324,,,0.9471818717003794,COIN
2025-10-03,0.9733570709462586,1.0546957650321915,,,,1.1786049949421675,,,0.9471818717003794,COIN
2025-10-10,0.9727772665383833,1.0880608030278047,,,,1.208645535035208,,,0.9471818717003794,COIN
2025-10-17,0.9763804791761879,1.0959308851169782,,,,1.2040681490637044,,,0.9471818717003794,COIN
2025-10-24,0.9856734605864325,1.0875369152813041,,,,1.1681766399111095,,,0.9471818717003794,COIN
2025-10-31,0.9903069701036344,1.0773819156310478,,,,1.0322755944816484,,,0.9471818717003794,COIN
2025-11-21,0.9908842352785976,1.0803138769730614,,,,1.1996452795211672,,,0.9471818717003794,COIN
2025-12-19,0.9998793718106809,1.0955193492966422,,,,1.2020898629336076,,,0.9471818717003794,COIN
2026-01-16,1.0038277370067812,1.0874771968315886,,,,1.2035848725657097,,,0.9471818717003794,COIN
2026-02-20,1.0127177167330947,1.0832565223445199,,,,1.2396420792248977,,,0.9471818717003794,COIN
2026-03-20,1.0218425217849705,1.1079027465502667,,,,1.2029705164578932,,,0.9471818717003794,COIN
2026-04-17,1.0215756906499116,1.16024306102378,,,,1.2110917213913883,,,0.9471818717003794,COIN
2026-05-15,1.033676425391338,1.1582282144188694,,,,1.1995419264508012,,,0.9471818717003794,COIN
2026-06-18,1.0344480273183116,1.1678348607198985,,,,1.2102656626201282,,,0.9471818717003794,COIN
2026-09-18,1.056664009373635,1.0989275331505184,,,,1.2167073428167847,,,0.9471818717003794,COIN
2026-12-18,1.0729153996203407,1.1793961314899137,,,,1.2208837914025727,,,0.9471818717003794,COIN
2027-01-15,1.0797528912348275,1.336871537068405,,,,1.2240009677089736,,,0.9471818717003794,COIN
2027-12-17,,,,,,1.2421460858168236,,,0.9471818717003794,COIN
