Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y,Latest Open_Color,Latest Close_Color,Latest High_Color,Latest Low_Color,Open 1d (%)_Color,Open 1w (%)_Color,Close 1d (%)_Color,Close 1w (%)_Color,High 1d (%)_Color,High 1w (%)_Color,Low 1d (%)_Color,Low 1w (%)_Color,Spread 1Y_Color,Spread 3Y_Color,Spread 5Y_Color
BKNG,Booking Holdings Inc.,5564.0,5474.81,5564.0,5375.2,0.0,0.06,0.0,-1.82,0.0,-0.45,0.0,-1.27,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
AXON,"Axon Enterprise, Inc.",736.66,747.55,750.96,734.26,0.0,1.5,0.0,2.38,0.0,2.7,0.0,2.12,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
SPOT,Spotify Technology S.A.,720.78,704.09,724.0,700.0,0.0,3.83,0.0,0.03,0.0,2.31,0.0,0.84,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
TYL,"Tyler Technologies, Inc.",557.01,545.91,558.39,543.95,0.0,0.71,0.0,-1.5,0.0,0.7,0.0,-0.45,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
MSFT,Microsoft Corporation,502.98,500.37,503.23,496.74,0.0,-0.26,0.0,-1.5,0.0,-0.97,0.0,-1.27,SENIOR_NORE_14,8.18,12.06,20.76,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
HUBS,"HubSpot, Inc.",500.0,489.18,508.38,488.41,0.0,8.11,0.0,5.36,0.0,8.34,0.0,7.81,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
ALNY,"Alnylam Pharmaceuticals, Inc.",478.5,469.31,480.05,461.47,0.0,6.47,0.0,3.48,0.0,4.74,0.0,3.21,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CYBR,CyberArk Software Ltd.,470.7,468.85,480.59,465.04,0.0,3.45,0.0,2.35,0.0,3.92,0.0,3.44,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CMI,Cummins Inc.,396.15,405.27,405.85,395.86,0.0,0.95,0.0,1.08,0.0,1.07,0.0,1.33,SENIOR_NORE_14,12.35,26.32,48.9,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CMI,Cummins Inc.,396.15,405.27,405.85,395.86,0.0,0.95,0.0,1.08,0.0,1.07,0.0,1.33,SENIOR_NORE,12.35,26.32,48.9,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
