Ticker,Contract Name,Type,Expiry,Strike,Bid,Ask,Volume,Open Interest,Implied Volatility,Last Stock Price,Bid Stock,Ask Stock,Moneyness,Expiry_dt,Years_to_Expiry,T,r,market_price,IV_mid,IV_status,Forward,Smoothed_IV
SLB,SLB260918C00022500,Call,2026-09-18,22.5,12.4,15.25,1.0,31,0.5349167602539062,34.67,34.63,34.71,15.902953252875317,2026-09-18,0.9801505817932923,0.9801505817932923,0.04635424896934126,13.825,,convergence,1.4148315499784236,5.0
SLB,SLB251024C00040000,Call,2025-10-24,40.0,0.16,0.2,9.0,41,0.38867798828125,34.67,34.63,34.71,1.4935805164661253,2025-10-24,0.07939767282683094,0.07939767282683094,0.0583735370117685,0.18,0.8810599042805616,verified,26.78128132967461,1.6845678516178617
SLB,SLB251024P00031000,Put,2025-10-24,31.0,0.27,0.33,1.0,29,0.39063109375,34.67,34.63,34.71,1.157524900261247,2025-10-24,0.07939767282683094,0.07939767282683094,0.0583735370117685,0.30000000000000004,,convergence,26.78128132967461,0.11147115781092812
SLB,SLB250926P00036500,Put,2025-09-26,36.5,1.7,2.13,10.0,45,0.68555001953125,34.67,34.63,34.71,1.0621975993845112,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,1.915,,convergence,34.36272123110603,0.12940177378635384
SLB,SLB250926P00033000,Put,2025-09-26,33.0,0.02,0.03,41.0,1001,0.3476627734374999,34.67,34.63,34.71,0.9603430350599691,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,0.025,0.508361173837539,verified,34.36272123110603,0.527530158892781
SLB,SLB251017P00040000,Put,2025-10-17,40.0,5.25,6.35,6.0,30,0.5478560839843751,34.67,34.63,34.71,1.4033454483007797,2025-10-17,0.06023271731690623,0.06023271731690623,0.0583735370117685,5.8,,convergence,28.50331687642085,0.06958748228789115
SLB,SLB260220C00050000,Call,2026-02-20,50.0,0.19,0.25,1.0,171,0.368170380859375,34.67,34.63,34.71,5.3942775187713865,2026-02-20,0.405201916495551,0.405201916495551,0.0543628139687135,0.22,1.427942336832031,verified,9.269081879085102,3.990476314351496
SLB,SLB280121P00045000,Put,2028-01-21,45.0,12.4,14.7,,30,0.3581607153320312,34.67,34.63,34.71,2570.3642721878473,2028-01-21,2.321697467488022,2.321697467488022,0.040402955499727146,13.55,,convergence,0.017507246146748225,0.01
SLB,SLB260320C00030000,Call,2026-03-20,30.0,4.75,6.2,19.0,243,0.3806214282226562,34.67,34.63,34.71,4.156703569144644,2026-03-20,0.48186173853524983,0.48186173853524983,0.05304971444402085,5.475,4.521809150913391,verified,7.2172574976698005,3.518870459149918
SLB,SLB250926C00036000,Call,2025-09-26,36.0,0.05,0.07,189.0,1261,0.3711000390625,34.67,34.63,34.71,1.047646947338148,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,0.060000000000000005,0.6927057152567833,verified,34.36272123110603,1.1575109347474135
SLB,SLB260918C00025000,Call,2026-09-18,25.0,9.05,11.0,1.0,69,0.4055235229492187,34.67,34.63,34.71,17.669948058750354,2026-09-18,0.9801505817932923,0.9801505817932923,0.04635424896934126,10.025,,convergence,1.4148315499784236,5.0
SLB,SLB251031C00040000,Call,2025-10-31,40.0,0.22,0.27,82.0,101,0.3818421191406249,34.67,34.63,34.71,1.589604790115479,2025-10-31,0.09856262833675565,0.09856262833675565,0.05845591426108545,0.245,0.9529654119704398,verified,25.1634873326559,1.7967609030352112
SLB,SLB250926P00035500,Put,2025-09-26,35.5,0.94,1.1,29.0,43,0.42774009765625,34.67,34.63,34.71,1.0330962952917848,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,1.02,,convergence,34.36272123110603,0.23108409593737222
SLB,SLB250926C00033500,Call,2025-09-26,33.5,0.99,1.24,2.0,232,0.4062559375,34.67,34.63,34.71,0.9748936871063322,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,1.1800000000000017,0.9336799284148711,verified,34.36272123110603,1.4367898494623665
SLB,SLB250926P00034000,Put,2025-09-26,34.0,0.13,0.17,41.0,678,0.32617861328125,34.67,34.63,34.71,0.9894443391526954,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,0.15000000000000002,0.4159666474592526,verified,34.36272123110603,0.4063418393957932
SLB,SLB260918C00055000,Call,2026-09-18,55.0,0.57,0.72,40.0,346,0.36133451171875,34.67,34.63,34.71,38.87388572925078,2026-09-18,0.9801505817932923,0.9801505817932923,0.04635424896934126,0.645,3.013675961765463,verified,1.4148315499784236,5.0
SLB,SLB251017P00030000,Put,2025-10-17,30.0,0.11,0.15,16.0,2308,0.420904228515625,34.67,34.63,34.71,1.0525090862255848,2025-10-17,0.06023271731690623,0.06023271731690623,0.0583735370117685,0.13,,convergence,28.50331687642085,0.15522688117800934
SLB,SLB250926P00033500,Put,2025-09-26,33.5,0.06,0.08,31.0,1396,0.3437565625,34.67,34.63,34.71,0.9748936871063322,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,0.07,0.4815929792226262,verified,34.36272123110603,0.4664837871313712
SLB,SLB260618C00025000,Call,2026-06-18,25.0,9.15,10.8,13.0,70,0.4414118359375,34.67,34.63,34.71,7.747510634385363,2026-06-18,0.7282683093771389,0.7282683093771389,0.049703640050183226,9.975000000000001,,convergence,3.226842940885274,4.627227842977644
SLB,SLB250926P00036000,Put,2025-09-26,36.0,1.35,1.63,40.0,137,0.57617611328125,34.67,34.63,34.71,1.047646947338148,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,1.49,,convergence,34.36272123110603,0.1743068456547743
SLB,SLB251024C00039000,Call,2025-10-24,39.0,0.25,0.3,4.0,119,0.383795224609375,34.67,34.63,34.71,1.4562410035544722,2025-10-24,0.07939767282683094,0.07939767282683094,0.0583735370117685,0.275,0.9223317861818671,verified,26.78128132967461,1.638851789036694
